Player,Team,Position,Age,Market value,Contract expires,Minutes played,Passport country,Foot,Height,Weight,On loan,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",PAdj Sliding tackles,PAdj Interceptions,Fouls per 90,xG per 90,Shots per 90,"Shots on target, %","Goal conversion, %","Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Touches in box per 90,Progressive runs per 90,Received passes per 90,Received long passes per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,Lateral passes per 90,Short / medium passes per 90,Long passes per 90,"Average pass length, m",xA per 90,Shot assists per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %"
A. Aouchiche,Saint-Étienne,"LW, LAMF, AMF",18,10000000,2023-06-30,931,"France, Algeria",right,181,72,no,7.06,53.42,2.42,32,0.27,2.47,0.48,0.18,1.45,46.67,13.333,25,4.93,62.75,2.32,2.03,23.78,1.06,31.32,76.85,7.35,64.47,8.7,9.47,25.62,3.48,18.41,0.26,2.61,5.32,58.18,3,35.48,0.58,0.58,4.06,88.1
D. Machís,Granada,"LW, RW, LAMF",27,10000000,2023-06-30,921,"Venezuela, Spain",right,170,68,no,4.3,59.09,2.44,36,0.13,4.62,1.37,0.24,2.15,50,9.091,47.22,7.72,56.96,2.05,2.05,12.8,2.35,20.52,65.71,6.16,61.9,2.83,7.82,15.15,1.86,19.06,0.28,1.07,1.95,45,3.13,50,0.29,1.66,4.01,73.17
Munir El Haddadi,Sevilla,"LWF, RWF, CF",25,10000000,2023-06-30,474,"Spain, Morocco",left,175,69,no,7.41,41.03,1.14,50,0.68,3.75,2.28,0.42,3.42,33.33,11.111,33.33,4.18,59.09,3.61,2.09,24.49,2.09,31.9,81.55,4.94,57.69,9.49,12.34,27.72,2.47,18.05,0.22,1.14,2.66,57.14,3.23,82.35,1.9,0.57,4.37,78.26
F. Niederlechner,Augsburg,CF,30,10000000,2022-06-30,725,Germany,right,187,86,no,2.23,61.11,3.72,13.33,1.28,1.79,1.12,0.26,2.11,29.41,0,28.57,1.99,37.5,3.97,0.62,10.68,1.49,14.4,72.41,3.72,56.67,3.72,4.72,12.66,0.87,17.69,0.07,0.37,1.37,54.55,0.87,71.43,0.62,0.25,1.61,69.23
Kenedy,Granada,"LW, RW, LB",24,10000000,2022-06-30,471,Brazil,left,182,77,yes,7.64,50,2.1,45.45,0,6.39,1.91,0.17,1.91,30,0,50,2.87,20,1.15,1.15,11.08,1.72,16.62,74.71,4.78,68,4.01,4.78,14.9,0.57,18.37,0.08,0.38,1.34,85.71,1.15,66.67,0,0.76,3.82,60
Luis Suárez,Granada,"LW, CF",23,10000000,2025-06-30,601,"Colombia, Spain",right,185,74,no,3.29,68.18,4.34,6.9,0,2.63,1.5,0.27,2.1,50,21.429,25,4.79,65.63,2.7,2.55,8.39,1.2,13.78,63.04,4.64,67.74,1.95,4.19,11.68,0.9,15.82,0.04,0.75,1.5,90,1.5,40,0.6,0.45,2.7,66.67
Mahmoud Trézéguet,Aston Villa,"RWF, RAMF, RW",26,10000000,2023-06-30,759,Egypt,right,180,71,no,10.67,43.33,6.52,34.55,0.17,6.55,2.49,0.26,2.37,35,0,27.27,3.32,64.29,4.86,1.3,16.01,2.85,21.23,74.86,4.62,66.67,5.1,7.71,16.84,1.78,17.69,0.19,0.95,1.3,63.64,2.49,33.33,0.71,0.71,3.08,80.77
A. Januzaj,Real Sociedad,"RW, RWF",25,10000000,2022-06-30,358,"Belgium, Kosovo",left,186,75,no,3.77,53.33,1.76,71.43,0.42,3.38,0.5,0.5,3.77,53.33,13.333,27.27,10.31,65.85,3.02,3.02,27.65,1.51,39.72,76.58,11.31,64.44,7.54,12.82,35.7,2.26,18.13,0.18,1.26,5.28,57.14,5.03,65,2.77,1.01,8.3,84.85
Iago Aspas,Celta de Vigo,CF,33,10000000,2023-06-30,1438,Spain,left,176,67,no,2.82,55.56,2.32,29.73,0.09,2.97,0.88,0.44,1.69,59.26,29.63,26.67,4.94,58.23,4.69,2.07,23.91,1.88,33.17,74.91,7.45,62.18,7.2,10.51,30.86,1.38,15.21,0.24,1.69,2.75,59.09,2.13,61.76,2.13,0.31,3.76,71.67
E. Salcedo,Hellas Verona,"CF, AMF, RWF",19,10000000,2024-06-30,414,"Italy, Colombia",right,178,74,yes,4.13,47.37,10.65,46.94,1.17,2.62,2.17,0.19,1.96,44.44,0,20,3.7,52.94,1.74,0.22,16.74,2.39,27.61,71.65,6.3,55.17,8.48,5.87,24.78,0.65,18.07,0.11,0.43,1.52,85.71,1.96,55.56,1.3,0.22,3.91,61.11
E. Džeko,Roma,CF,34,10000000,2022-06-30,943,Bosnia and Herzegovina,right,193,80,no,2.67,35.71,6.3,57.58,0.33,1.45,1.53,0.68,2.96,41.94,19.355,42.86,4.68,51.02,4.77,1.53,15.08,3.05,21.19,75.68,4.58,72.92,4.49,7.25,19.09,1.53,17.21,0.05,0.57,2.58,77.78,1.81,84.21,1.62,0.19,2.29,100
T. Walcott,Southampton,"RW, CF, LW",31,10000000,2021-06-30,902,England,right,176,68,yes,7.08,69.01,1.6,25,0.28,2.56,0.6,0.16,1.8,44.44,11.111,28.57,4.99,48,2.39,1.8,15.57,1.7,20.16,76.73,4.79,64.58,4.59,5.89,17.56,0.6,15.66,0.09,0.6,1.4,57.14,2.1,42.86,0.5,0.6,2.2,68.18
A. Lookman,Fulham,"LAMF, LW, CF",23,10000000,2024-06-30,1072,"England, Nigeria",right,174,78,yes,6.55,52.56,0.5,33.33,1.12,3.05,1.09,0.23,2.18,42.31,7.692,41.18,7.14,52.94,3.02,2.77,22.42,0.92,32.41,82.12,7.56,68.89,9.24,9.91,30.31,0.76,15.57,0.06,1.09,2.35,67.86,2.18,57.69,1.43,0.59,4.7,75
J. Ayew,Crystal Palace,"CF, AMF",29,10000000,2022-06-30,749,"France, Ghana",right,182,80,no,6.01,60,7.33,22.95,0.38,1.79,1.44,0.14,0.96,75,12.5,0,3.6,50,2.04,1.44,10.81,0.24,19.11,83.65,3.72,80.65,5.65,5.17,18.14,0.24,13.59,0,0.12,1.44,75,0.6,40,0.24,0,1.44,58.33
J. Schlupp,Crystal Palace,"LW, RW",28,10000000,2021-06-30,906,"Germany, Ghana",left,178,72,no,5.96,41.67,5.07,41.18,0.48,3.6,1.19,0.21,1.09,45.45,9.091,22.73,6.46,52.31,2.78,1.39,15.79,1.29,22.15,77.58,6.16,64.52,4.47,7.35,18.87,1.29,16.61,0.06,0.7,3.18,68.75,1.59,43.75,0.89,0.5,1.99,70
K. Grant,West Bromwich Albion,CF,23,10000000,2026-06-30,821,England,right,183,70,no,1.32,75,6.14,12.5,0,2.54,0.66,0.31,1.75,43.75,6.25,25,1.75,43.75,2.85,0.66,12.06,1.97,15.9,77.24,3.18,65.52,4.6,4.71,14.25,0.33,14.53,0.04,0.33,0.99,66.67,1.32,58.33,0.55,0.44,0.88,75
J. Jankto,Sampdoria,"LW, RW",24,9500000,2023-06-30,967,Czech Republic,left,184,74,no,4.56,63.27,0.65,0,0.1,4.55,0.56,0.12,1.21,30.77,30.769,30.95,2.89,51.61,2.89,1.95,20.66,1.49,29.04,69.23,8.75,55.32,7.45,8.84,22.9,2.42,18.78,0.19,1.21,3.72,57.5,3.35,33.33,0.84,1.3,6.14,68.18
A. Townsend,Crystal Palace,RW,29,9500000,2021-06-30,1007,England,left,181,77,no,8.67,53.61,0.8,11.11,0.31,5.65,1.34,0.03,0.98,45.45,9.091,36.84,5.63,57.14,1.07,1.7,15.28,0.54,28.6,74.06,9.56,66.36,5.45,7.78,22.88,2.5,19.17,0.26,1.52,2.68,53.33,3.84,60.47,1.16,1.16,5.9,77.27
M. Ritchie,Newcastle United,"LB5, LW, RW",31,9500000,2023-06-30,361,"England, Scotland",left,172,76,no,5.48,50,3.24,30.77,0.27,4.05,1.25,0.08,1,25,0,53.33,0.75,66.67,0.5,1.99,23.93,2.24,31.66,75.59,12.71,58.82,5.48,9.47,23.43,4.49,21.72,0.1,1.5,3.74,66.67,2.99,58.33,0,2.24,8.98,66.67
I. Niane,Metz,CF,21,9000000,2024-06-30,484,Senegal,right,187,73,no,0.93,20,8.18,34.09,0.22,1.94,1.86,0.52,3.72,40,30,33.33,4.46,45.83,4.83,1.49,14.32,3.35,17.29,80.65,3.72,60,5.21,3.72,15.62,1.12,14.29,0.03,0.19,1.49,62.5,0.74,75,0.74,0.19,1.49,87.5
Moi Gómez,Villarreal,"LW, LWF",26,9000000,2025-06-30,1073,Spain,right,176,73,no,4.78,54.39,1.17,14.29,0.12,3.89,0.67,0.1,0.84,30,0,15.38,3.69,52.27,1.93,1.01,35.23,1.01,44.96,85.07,9.23,70.91,12.33,15.1,38.75,4.03,17.97,0.17,1.17,3.44,80.49,3.27,41.03,1.01,0.5,5.12,75.41
A. Grbić,Lorient,"CF, AMF",24,9000000,2025-06-30,671,"Austria, Croatia",right,188,82,no,3.76,39.29,7.38,36.36,0.17,2.77,1.21,0.5,2.68,50,15,33.33,1.07,62.5,3.22,0.13,8.32,1.07,12.74,58.95,2.15,25,3.89,2.95,11.8,0.54,12.39,0.01,0.27,1.21,11.11,0.13,100,0.13,0.13,0.4,66.67
Bryan Gil,Eibar,"LW, LAMF",19,9000000,2023-06-30,882,Spain,left,175,65,yes,5.41,50.94,2.24,22.73,0.43,3.33,1.33,0.07,1.33,46.15,0,42.86,8.37,50,2.14,3.78,19.9,1.94,30.61,73.67,6.43,68.25,7.24,9.59,23.98,1.33,18.43,0.36,2.35,2.35,73.91,4.49,54.55,0.61,2.65,6.33,77.42
M. Chouiar,Dijon,"LAMF, LW, LWF",21,9000000,2022-06-30,946,"France, Morocco",right,177,75,no,7.23,55.26,2.85,43.33,0.22,3,1.62,0.19,1.62,35.29,0,40,7.99,48.81,2,2.47,18.17,1.33,27.11,81.4,6.47,67.65,6.28,8.09,25.12,1.14,15.39,0.15,1.52,2.66,60.71,1.14,58.33,0.76,0.29,3.52,70.27
R. Quaison,Mainz 05,"CF, LAMF, AMF",27,9000000,2021-06-30,881,"Sweden, Ghana",right,183,77,no,4.6,60,3.47,23.53,0,2.25,0.82,0.22,1.33,46.15,15.385,14.29,3.88,55.26,1.84,1.23,13.38,1.74,18.59,67.58,6.13,53.33,4.39,4.19,16.65,1.33,18.75,0.05,0.41,3.06,46.67,1.43,35.71,0.72,0.1,2.35,60.87
J. Sargent,Werder Bremen,"CF, AMF, LW",20,9000000,2022-06-30,1063,USA,right,185,79,no,3.81,46.67,6.27,35.14,0.28,3.48,1.19,0.24,1.52,61.11,5.556,33.33,2.62,45.16,2.79,1.27,8.89,2.62,14.99,66.67,3.56,38.1,4.32,3.64,13.72,0.51,13.43,0.11,1.1,1.69,45,0.68,37.5,0.68,0.25,2.03,50
J. Hendrick,Newcastle United,"RW, DMF, LCMF",28,9000000,2024-06-30,871,Republic of Ireland,right,185,79,no,4.75,36.96,2.58,36,0.42,4.08,0.93,0.09,0.72,28.57,28.571,0,0.83,75,1.03,0.31,19.22,0.21,27.59,83.52,8.16,65.82,5.79,9.51,24.59,2.89,17.35,0.07,0.1,2.27,68.18,0.31,66.67,0.52,0,3.82,72.97
E. Ünal,Getafe,CF,23,9000000,2025-06-30,453,Turkey,right,185,73,no,3.97,50,14.11,38.03,0,2.39,2.98,0.18,1.59,12.5,0,0,3.38,29.41,3.18,0.6,8.54,2.98,16.09,80.25,4.37,72.73,3.38,4.77,15.5,0.6,13.3,0.13,0.4,2.19,72.73,0.2,0,0.4,0,1.19,100
C. Benteke,Crystal Palace,CF,30,9000000,2021-06-30,455,"Congo DR, Belgium",right,190,83,no,3.76,47.37,13.85,51.43,0,4.11,2.57,0.72,3.56,55.56,16.667,0,1.19,66.67,5.74,0.2,10.48,3.56,15.82,82.5,3.36,70.59,3.16,3.76,15.23,0.59,7.76,0.15,1.19,0.79,100,0.79,75,0.99,0,1.38,71.43
J. Harrison,Leeds United,"LW, RW",24,9000000,2022-06-30,1223,England,left,175,70,yes,6.33,55.81,2.87,46.15,0,3.31,0.66,0.19,1.25,35.29,11.765,33.33,5.45,51.35,3.39,2.28,25.54,4.12,34.73,73.31,7.51,66.67,7.58,11.92,27.52,2.13,19.39,0.29,2.13,2.5,67.65,5.3,47.22,1.69,1.69,6.77,77.17
D. Payet,Olympique Marseille,"LAMF, LW, CF",33,8500000,2024-06-30,815,"Réunion, France",right,175,77,no,3.31,46.67,0.88,62.5,0.16,3.96,0.66,0.21,1.33,41.67,16.667,37.93,4.42,62.5,2.43,2.76,32.02,2.87,39.98,77.62,10.82,67.35,7.29,13.25,33.9,3.09,18.65,0.26,2.21,5.3,56.25,4.2,52.63,1.21,0.88,6.52,88.14
M. Zaccagni,Hellas Verona,"LWF, AMF, CF",25,8500000,2022-06-30,1022,Italy,right,177,63,no,5.02,54.39,3.26,45.95,0.53,4.36,0.97,0.18,1.06,58.33,25,32,7.57,55.81,2.73,2.64,14.44,0.88,28.09,74.92,6.87,64.1,5.9,8.63,24.39,1.76,16.39,0.23,0.97,2.29,61.54,3.08,42.86,1.41,0.62,3.87,65.91
Gonçalo Paciência,Schalke 04,CF,26,8000000,2023-06-30,585,Portugal,right,186,84,yes,4.92,43.75,7.85,33.33,0.2,1.81,1.69,0.22,2.31,46.67,6.667,50,5.08,51.52,3.69,1.08,9.23,1.85,16,66.35,3.38,45.45,4.62,4.77,13.08,1.69,16.85,0.03,0.31,1.69,72.73,1.38,33.33,0.77,0.46,2.31,53.33
A. Budimir,Osasuna,CF,29,8000000,2023-06-30,571,"Bosnia and Herzegovina, Croatia",left,190,75,yes,4.1,73.08,13.4,58.82,0,1.9,1.26,0.28,2.21,35.71,14.286,0,1.73,27.27,4.26,0.95,9.14,2.21,15.13,76.04,2.36,40,4.41,3.31,14.66,0.16,10.62,0.08,0.63,0.95,33.33,0.32,50,0.79,0,0.16,100
Roger Martí,Levante,CF,29,8000000,2023-06-30,728,Spain,right,179,74,no,4.82,48.72,2.97,16.67,0.18,0.91,1.73,0.37,1.36,54.55,36.364,27.78,0.87,42.86,3.71,0.25,16.81,2.35,21.14,68.42,5.56,53.33,4.33,6.3,17.43,1.61,17.54,0.16,0.74,2.35,73.68,2.23,38.89,1.24,0.49,2.72,68.18
K. Lasagna,Udinese,CF,28,8000000,2023-06-30,645,Italy,left,181,80,no,3.63,38.46,3.63,34.62,0,1.79,1.81,0.56,3.63,30.77,3.846,16.67,2.37,70.59,5.86,0.7,10.88,1.12,14.51,74.04,2.51,72.22,3.77,4.05,11.58,0.84,14.77,0.03,0.56,0.56,100,1.95,50,1.12,0.28,1.4,90
Z. Youssouf,Saint-Étienne,"RW, LCMF, LCMF3",21,8000000,2023-06-30,677,"France, Comoros",left,182,81,no,5.85,63.64,1.33,50,0.5,4.33,0.93,0.03,1.06,25,0,42.86,3.59,44.44,0.13,0.4,23.13,0.4,32.3,83.54,9.17,66.67,6.12,13.43,26.72,4.65,21.43,0.05,0.66,4.52,70.59,2.26,52.94,0.53,0.4,5.85,79.55
Luiz Araújo,Lille,RW,24,8000000,2022-06-30,702,Brazil,left,175,70,no,7.31,64.91,2.31,22.22,1.05,3.31,1.28,0.33,3.59,21.43,10.714,11.11,4.62,66.67,2.44,3.08,23.97,1.41,32.31,82.94,7.44,72.41,8.21,11.41,28.97,2.31,18.77,0.09,0.9,4.36,88.24,1.79,50,1.54,0.13,5.26,92.68
M. Dabbur,Hoffenheim,CF,28,8000000,2024-06-30,630,Israel,right,182,76,no,3.43,37.5,3.43,41.67,0.36,2.36,1.57,0.43,2.57,55.56,11.111,60,4.29,43.33,3.43,0.86,16,1.57,25.57,77.09,6.71,68.09,5.71,7.29,23.57,1.29,12.42,0.03,0.57,3,80.95,2.29,68.75,1.29,0.43,4.14,82.76
I. Bebou,Hoffenheim,"CF, RWF, RAMF",26,8000000,2023-06-30,564,"Togo, Germany",right,185,78,no,3.83,58.33,5.59,34.29,0.61,2.23,0.96,0.23,1.12,57.14,28.571,50,5.27,57.58,2.87,2.71,11.33,1.28,19.31,79.34,3.03,68.42,5.11,6.7,17.07,0.48,12.87,0.14,0.96,1.12,57.14,2.23,57.14,1.12,0.8,1.44,88.89
J. Hernández,Getafe,"CF, RW",21,8000000,2021-06-30,1142,Colombia,right,176,73,yes,4.33,54.55,7.09,33.33,0.43,2.37,1.34,0.22,1.89,45.83,8.333,29.41,4.26,48.15,2.84,1.97,15.6,1.65,26.87,72.73,7.49,63.16,6.15,8.2,22.7,1.65,18.18,0.06,0.79,2.6,57.58,2.6,51.52,0.79,0.71,3.47,68.18
B. Dia,Reims,"CF, RW",24,8000000,2022-06-30,1233,"France, Senegal",right,180,75,no,2.77,44.74,4.67,21.88,0.08,2.17,1.09,0.57,2.12,51.72,34.483,12.5,4.38,63.33,3.94,1.61,8.98,0.73,14.38,80.71,1.9,65.38,4.01,5.11,13.58,0.22,14.25,0.04,0.66,0.8,100,0.58,62.5,0.66,0.07,0.88,58.33
Borja Iglesias,Real Betis,CF,27,8000000,2024-06-30,466,Spain,right,187,79,no,2.7,50,5.99,12.9,0,1.88,2.32,0.11,1.16,16.67,16.667,0,0.58,66.67,2.32,0.39,9.85,2.12,13.52,70,2.12,36.36,5.21,3.28,12.55,0.39,16.29,0.01,0.19,0.39,0,0.77,0,0,0,0.77,50
B. De Cordova-Reid,Fulham,"RB5, RAMF, RWB",27,8000000,2023-06-30,983,"England, Jamaica",right,170,68,no,6.32,44.93,1.83,20,0.63,3.68,1.37,0.18,1.19,53.85,30.769,29.41,1.92,38.1,2.75,0.82,20.87,1.19,28.11,72.64,8.15,49.44,6.5,7.78,23.44,3.48,18.15,0.01,0.18,3.75,48.78,1.83,40,0.64,0.55,4.85,60.38
Ivan Cavaleiro,Fulham,"CF, RAMF, LAMF",27,8000000,2024-06-30,1039,"Portugal, Cape Verde Islands",right,175,73,no,3.64,40.48,3.55,24.39,0.2,2.84,1.56,0.28,1.65,47.37,5.263,12.5,5.46,38.1,2.08,1.39,17.58,1.39,25.81,79.53,3.98,65.22,7.36,8.92,22.87,0.95,15.31,0.14,1.3,1.39,75,2.43,39.29,0.78,0.26,2.6,66.67
A. El Ghazi,Aston Villa,"LAMF, LW, RW",25,8000000,2023-06-30,358,"Netherlands, Morocco",right,188,90,no,3.27,30.77,5.78,34.78,0,3.64,1.26,0.96,5.53,59.09,18.182,31.82,10.06,57.5,4.78,4.27,21.62,1.26,30.67,72.13,5.03,75,8.55,9.8,24.13,1.26,13.4,0.1,1.01,1.01,25,5.78,47.83,1.01,1.51,3.77,80
V. Coufal,West Ham United,"RB5, RB, RWB",28,8000000,2023-06-30,1148,Czech Republic,right,175,76,no,8.15,54.81,2.59,45.45,0.16,5.34,1.02,0.02,0.31,25,0,34.55,1.1,64.29,0.94,1.33,23.83,2.67,35.91,72.05,15.52,61.11,6.11,9.02,27.36,4.55,20.46,0.15,1.18,5.64,61.11,4.31,49.09,0.86,1.49,8.62,69.09
C. Robinson,West Bromwich Albion,"CF, RW",25,8000000,2025-06-30,708,"England, Republic of Ireland",right,181,75,no,2.67,47.62,3.43,18.52,0,1.94,0.38,0.1,1.4,36.36,18.182,26.09,2.8,40.91,2.29,1.27,15.76,1.02,23.14,71.98,3.18,52,5.97,7.37,19.19,1.27,15.65,0.05,0.51,0.89,71.43,1.65,38.46,0.64,0.64,2.54,55
A. Masuaku,West Ham United,"LB5, LWB",27,7500000,2024-06-30,892,"France, Congo DR",left,179,70,no,7.06,61.43,2.32,39.13,0,4.13,0.91,0.02,0.61,33.33,0,40.54,5.95,55.93,0.91,3.13,29.76,1.31,43.99,84.17,12.41,78.86,10.8,12.31,38.44,2.32,18.28,0.17,0.81,5.04,76,3.03,50,0.3,1.31,7.26,73.61
José Callejón,Fiorentina,"RW, CF, AMF",33,7500000,2022-06-30,348,Spain,right,179,73,no,2.33,77.78,2.59,50,0,3.38,0.52,0.02,0.78,0,0,50,1.29,60,0.78,1.29,18.88,1.03,26.64,83.5,3.88,66.67,6.72,9.05,24.57,1.03,14.82,0.11,0.78,2.07,75,0.78,66.67,0.52,0.26,3.1,66.67
F. Caputo,Sassuolo,CF,33,7500000,2022-06-30,731,Italy,right,180,75,no,0.98,37.5,1.35,54.55,0,0.21,0.62,0.5,2.46,50,30,25,1.6,53.85,4.92,0.49,13.91,0.49,15.76,78.13,2.71,72.73,5.29,3.2,14.77,0.49,13.08,0.08,0.49,1.11,77.78,0.86,57.14,1.23,0.12,1.85,66.67
Lucas Pérez,Deportivo Alavés,CF,32,7500000,2022-06-30,883,Spain,left,180,82,no,1.94,47.37,0.71,28.57,0.23,0.7,0.41,0.46,1.43,57.14,21.429,24,3.98,51.28,2.96,2.34,15.29,1.53,22.63,67.12,6.42,55.56,4.08,7.64,18.45,1.94,19.35,0.28,2.34,2.96,62.07,2.85,50,1.53,0.71,3.67,86.11
M. Uth,Schalke 04,"CF, AMF",29,7500000,2022-06-30,764,Germany,left,185,72,no,4.83,36.59,1.53,23.08,0,3.3,1.41,0.14,1.88,25,12.5,18.18,5.18,47.73,1.65,1.88,15.2,1.53,24.5,79.33,5.54,53.19,5.77,7.77,21.56,1.65,16.41,0.11,1.06,2.36,60,1.65,28.57,0.35,0.24,2.83,54.17
Y. Karamoh,Parma,"RWF, RW",22,7500000,2023-06-30,792,"Côte d'Ivoire, France",right,185,77,no,5.34,48.94,1.59,21.43,0.41,1.8,0.57,0.32,1.36,41.67,8.333,30.77,4.32,52.63,2.05,2.61,18.07,1.25,22.84,81.59,4.55,75,6.14,6.82,20.45,0.91,17.04,0.12,0.91,2.39,76.19,1.93,52.94,0.8,0.45,3.07,77.78
M. Braithwaite,Barcelona,"CF, LWF, LAMF",29,7500000,2024-06-30,627,"Denmark, Guyana",right,177,73,no,2.3,56.25,2.44,29.41,0,2.5,0.72,0.62,2.01,50,14.286,12.5,1.72,50,4.88,1.15,16.79,1.44,19.67,84.67,3.16,77.27,7.32,4.74,18.52,0.14,17.75,0.03,0.29,0.43,66.67,1,85.71,1.29,0,0.43,66.67
Antonio Puertas,Granada,"RW, LW, RAMF",28,7500000,2024-06-30,816,Spain,right,183,77,no,7.17,47.69,6.07,38.18,0.14,3.32,1.1,0.17,1.1,40,0,14.29,5.07,39.13,1.99,1.99,13.01,1.54,22.94,66.83,6.18,44.64,4.96,6.62,19.41,1.32,18.09,0.05,0.44,1.43,38.46,2.1,26.32,0.66,0.22,2.65,50
Juan Mata,Manchester United,RAMF,32,7500000,2021-06-30,359,Spain,left,170,63,no,2.76,63.64,0.75,33.33,0,1.7,0.25,0.1,1,75,0,0,0.5,50,3.51,1.25,37.1,1.25,43.87,87.43,9.53,78.95,11.28,13.29,40.61,2.51,15.29,0.22,2.01,3.76,93.33,2.26,55.56,1.25,0,5.01,75
I. Belfodil,Hoffenheim,CF,28,7500000,2022-06-30,363,"Algeria, France",right,192,86,no,1.24,40,1.49,66.67,0,1.56,1.49,0.11,1.24,20,0,0,4.21,52.94,3.72,1.24,13.14,1.24,15.87,71.88,2.48,30,5.95,4.71,15.62,0.25,12.75,0.15,0.74,0.25,100,1.24,60,1.74,0,1.98,37.5
Cristian Tello,Real Betis,"LAMF, LW",29,7500000,2022-06-30,736,Spain,right,178,65,no,5.14,57.14,0.73,66.67,0.18,5,0.37,0.15,2.93,37.5,16.667,52.94,4.89,62.5,2.69,3.06,25.31,1.96,33.75,82.97,7.7,73.02,7.7,11.25,30.33,1.47,15.82,0.15,1.22,2.57,76.19,2.69,68.18,1.35,1.1,5.38,68.18
Javi Ontiveros,Huesca,"LW, LAMF",23,7000000,2024-06-30,547,Spain,right,175,75,yes,6.25,44.74,2.3,35.71,0,3.83,2.47,0.34,3.95,25,8.333,50,11.19,75,2.63,4.77,30.27,1.48,38.99,80.59,12.01,69.86,9.05,11.02,34.39,2.47,19.33,0.1,1.48,5.1,64.52,3.13,52.63,0.82,1.48,7.07,72.09
M. Simon,Nantes,LW,25,7000000,2024-06-30,1044,Nigeria,right,168,66,no,3.97,76.09,1.29,26.67,0,3.07,0.52,0.33,1.64,47.37,10.526,17.78,6.81,60.76,2.93,4.05,16.81,1.38,25,71.38,5.6,70.77,7.59,6.98,20.69,0.95,17.89,0.18,0.95,1.72,85,3.02,22.86,0.26,0.95,3.62,64.29
L. Ajorque,Strasbourg,CF,26,7000000,2024-06-30,1421,"France, Madagascar",right,197,92,no,2.47,58.97,7.35,45.69,0.76,2.81,0.89,0.32,1.58,52,24,25,1.14,55.56,3.61,0.51,13.43,2.98,21.72,77.26,2.91,54.35,6.97,6.97,19.25,1.52,16.77,0.09,0.7,1.65,57.69,1.14,33.33,0.76,0.32,1.9,63.33
I. Cardona,Brest,CF,23,7000000,2023-06-30,998,"France, Malta",right,185,76,no,2.98,51.52,2.07,43.48,0.54,2.81,0.9,0.39,2.62,27.59,13.793,29.41,3.07,44.12,4.87,2.07,16.32,2.89,21.1,66.67,4.51,56,5.5,7.3,17.86,1.89,16,0.1,0.72,1.8,55,2.16,41.67,1.08,0.63,3.07,61.76
I. Ganago,Lens,CF,21,7000000,2024-06-30,700,Cameroon,right,179,82,no,1.54,16.67,3.99,25.81,0,2.65,0.77,0.57,2.83,50,22.727,20,4.5,34.29,4.63,0.77,13.37,1.03,17.23,76.87,2.96,47.83,6.04,3.86,16.07,0.51,12.91,0.04,0.64,0.77,66.67,0.9,14.29,0.39,0.13,1.16,33.33
S. Andersson,Köln,CF,29,7000000,2023-06-30,774,Sweden,right,190,86,no,2.79,66.67,10.35,44.94,0.12,1.6,1.16,0.44,2.33,40,10,100,0.7,33.33,2.67,0.35,9.3,2.44,15.81,80.88,3.49,63.33,3.84,4.3,15.35,0.35,12.42,0.01,0.23,1.98,70.59,0.58,80,0.35,0.12,1.51,76.92
O. Duda,Köln,"CF, RCMF, AMF",26,7000000,2024-06-30,1025,Slovakia,right,181,75,no,6.94,46.84,3.6,39.02,1.4,2.8,2.02,0.08,1.14,53.85,15.385,33.33,3.07,48.57,1.05,1.14,24.06,2.02,35.82,75.49,9.75,59.46,8.6,11.15,32.05,3.25,16.77,0.19,1.23,4.57,61.54,1.14,53.85,0.44,0.18,5,61.4
A. Connolly,Brighton & Hove Albion,CF,20,7000000,2024-06-30,581,Republic of Ireland,right,177,77,no,3.1,70,3.41,13.64,0.22,0.44,0.77,0.37,1.86,33.33,8.333,50,1.86,41.67,2.48,0.93,7.13,2.32,9.6,79.03,1.39,77.78,3.72,2.32,9.29,0.15,14.16,0.05,0.77,0.62,75,0.62,50,0.46,0,0.46,100
R. Oudin,Bordeaux,"LW, LAMF, RW",24,7000000,2024-06-30,1055,France,left,185,79,no,4.52,56.6,3.33,33.33,0.51,6.31,1.11,0.15,1.45,29.41,11.765,30,2.22,61.54,2.56,1.19,21.33,2.22,30.8,73.41,8.96,56.19,9.3,7.85,26.19,2.05,17.21,0.1,0.77,2.82,45.45,2.3,37.04,0.43,1.11,4.61,44.44
M. Damsgaard,Sampdoria,"LW, RW, LAMF",20,6500000,2024-06-30,795,Denmark,right,180,71,no,8.72,58.44,2.83,32,0.39,5.79,1.36,0.21,1.02,33.33,22.222,18.75,6.23,52.73,2.83,1.7,21.4,1.25,32.83,74.48,9.17,61.73,6.45,10.42,28.75,2.38,16.81,0.07,1.25,4.19,64.86,2.72,29.17,1.47,0.23,4.08,77.78
